,security,trade_date,open,close,low,high,volume,open_interest,pre_close,high_limit,change_pct,distance,MA5,MA10,MA20
139,ZN9999.XSGE,2007-10-22,26010.0,25550.0,25520.0,26100.0,23722.0,40480.0,26310.0,27305.0,-0.0289,-0.0059,26235.0,26267.0,26474.5
140,ZN9999.XSGE,2007-10-23,25650.0,25685.0,25550.0,25860.0,14698.0,37476.0,25550.0,26835.0,0.0053,-0.0104,26010.0,26243.5,26452.5
141,ZN9999.XSGE,2007-10-24,25680.0,25445.0,25370.0,25715.0,8018.0,35932.0,25685.0,26700.0,-0.0093,-0.0115,25838.0,26176.5,26390.0
142,ZN9999.XSGE,2007-10-25,25310.0,25420.0,25310.0,25490.0,6048.0,33618.0,25445.0,26570.0,-0.001,-0.0037,25682.0,26091.0,26320.0
143,ZN9999.XSGE,2007-10-26,25470.0,25650.0,25400.0,25660.0,35628.0,36398.0,25420.0,26375.0,0.009,-0.0016,25550.0,26022.5,26266.75
144,ZN9999.XSGE,2007-10-29,25700.0,25910.0,25655.0,25980.0,45612.0,40894.0,25650.0,26550.0,0.0101,-0.0002,25622.0,25928.5,26226.25
145,ZN9999.XSGE,2007-10-30,25600.0,25355.0,25225.0,25600.0,44882.0,45130.0,25910.0,26915.0,-0.0214,-0.0008,25556.0,25783.0,26152.0
146,ZN9999.XSGE,2007-10-31,25250.0,25250.0,24980.0,25505.0,65824.0,50636.0,25355.0,26400.0,-0.0041,-0.0005,25517.0,25677.5,26077.5
147,ZN9999.XSGE,2007-11-01,25445.0,24590.0,24580.0,25445.0,99302.0,63564.0,25250.0,26220.0,-0.0261,-0.0007,25351.0,25516.5,25969.75
148,ZN9999.XSGE,2007-11-02,24100.0,23745.0,23745.0,24150.0,59660.0,66370.0,24590.0,25720.0,-0.0344,-0.0009,24970.0,25260.0,25800.75
149,ZN9999.XSGE,2007-11-05,23990.0,23175.0,23000.0,24050.0,147652.0,66662.0,23745.0,24780.0,-0.024,-0.0008,24423.0,25022.5,25644.75
150,ZN9999.XSGE,2007-11-06,23150.0,23295.0,22710.0,23485.0,172490.0,68724.0,23175.0,24290.0,0.0052,-0.0005,24011.0,24783.5,25513.5
151,ZN9999.XSGE,2007-11-07,23530.0,23390.0,23185.0,23620.0,137134.0,69506.0,23295.0,24020.0,0.0041,-0.0003,23639.0,24578.0,25377.25
152,ZN9999.XSGE,2007-11-08,22900.0,22480.0,22480.0,22950.0,134994.0,72454.0,23390.0,24355.0,-0.0389,-0.0005,23217.0,24284.0,25187.5
153,ZN9999.XSGE,2007-11-09,22620.0,22720.0,22440.0,22790.0,159770.0,69576.0,22480.0,23580.0,0.0107,-0.0003,23012.0,23991.0,25006.75
